id_siniestro,id_poliza,id_asegurado,id_vehiculo,id_proveedor,ramo,cobertura,ciudad,fecha_ocurrencia,fecha_reporte,monto_reclamado,monto_estimado,monto_pagado,suma_asegurada,estado,descripcion,documentos_completos,etiqueta_fraude_simulada,fecha_inicio_poliza,fecha_fin_poliza,historial_siniestros_asegurado,score_heuristico,prediccion_ml,probabilidad_ml,score_final,nivel_riesgo,reglas_criticas_activadas,factores_principales,explicacion_final,accion_sugerida,mensaje_ia,en_lista_restrictiva
SIN-2026-1030,POL-2030,ASEG-028,VEH-030,PROV-006,Vehículos,Colisión,Loja,2025-11-15,2025-11-19,32775,24524,0,69767,Pendiente,Daños por impacto lateral atribuidos a un tercero no identificado.,false,0,2025-06-21,2026-06-26,3,54,0,0.2,75,AMARILLO,,Siniestro ocurrido cerca del inicio de la póliza; Similitud narrativa con otros siniestros,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 75/100 (Siniestro ocurrido cerca del inicio de la póliza; Similitud narrativa con otros siniestros). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 20%). El caso presenta riesgo MEDIO y amerita controles adicionales.,Solicitar documentación adicional y realizar una verificación de campo antes de continuar.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1031,POL-2031,ASEG-030,VEH-031,PROV-001,Vehículos,Daños a terceros,Manta,2025-10-26,2025-10-28,10023,7667,0,23426,Pendiente,El asegurado reporta colisión en vía pública con daños en la parte frontal del vehículo.,true,0,2025-09-19,2026-09-02,1,5,0,0.1,49,AMARILLO,RF-07,Historial elevado de reclamos del asegurado; Similitud narrativa con otros siniestros,Se activaron reglas críticas (RF-07). El análisis heurístico arrojó un score de 49/100 (Historial elevado de reclamos del asegurado; Similitud narrativa con otros siniestros). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 10%). El caso presenta riesgo MEDIO y amerita controles adicionales.,Solicitar documentación adicional y realizar una verificación de campo antes de continuar.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1032,POL-2032,ASEG-010,,PROV-008,Vida,Fallecimiento,Guayaquil,2025-11-08,2025-11-12,59745,47468,0,139838,Pendiente,Reclamo por fallecimiento del titular; pendiente documentación complementaria.,false,0,2025-04-13,2026-04-17,1,8,1,0.87,46,AMARILLO,RF-07,Documentación incompleta o ilegible; Siniestro ocurrido cerca del inicio de la póliza,Se activaron reglas críticas (RF-07). El análisis heurístico arrojó un score de 46/100 (Documentación incompleta o ilegible; Siniestro ocurrido cerca del inicio de la póliza). El modelo ML estimó una probabilidad de fraude del 87% al comparar con casos históricos similares. El caso presenta riesgo MEDIO y amerita controles adicionales.,Solicitar documentación adicional y realizar una verificación de campo antes de continuar.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1033,POL-2033,ASEG-017,,PROV-010,Vida,Renta,Ambato,2025-10-10,2025-10-16,30059,26060,0,58308,En análisis,Reclamo por fallecimiento del titular; pendiente documentación complementaria.,false,0,2025-03-15,2026-03-18,2,54,0,0.41,75,AMARILLO,RF-06,Similitud narrativa con otros siniestros; Historial elevado de reclamos del asegurado,Se activaron reglas críticas (RF-06). El análisis heurístico arrojó un score de 75/100 (Similitud narrativa con otros siniestros; Historial elevado de reclamos del asegurado). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 41%). El caso presenta riesgo MEDIO y amerita controles adicionales.,Solicitar documentación adicional y realizar una verificación de campo antes de continuar.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1034,POL-2034,ASEG-052,,PROV-001,Hogar,Responsabilidad civil,Quito,2025-11-08,2025-11-13,16822,12922,0,40735,En análisis,Daños por filtración de agua que afectaron mobiliario y estructura.,true,0,2025-02-10,2026-02-15,3,33,0,0.04,52,AMARILLO,,Proveedor con historial recurrente de alertas; Reporte tardío del siniestro,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 52/100 (Proveedor con historial recurrente de alertas; Reporte tardío del siniestro). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 4%). El caso presenta riesgo MEDIO y amerita controles adicionales.,Solicitar documentación adicional y realizar una verificación de campo antes de continuar.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1035,POL-2035,ASEG-021,,PROV-001,Vida,Invalidez,Ambato,2025-10-25,2025-10-28,69522,63967,0,141617,En análisis,Reclamo por fallecimiento del titular; pendiente documentación complementaria.,true,0,2025-04-01,2026-04-19,1,55,0,0.35,51,AMARILLO,,Historial elevado de reclamos del asegurado; Similitud narrativa con otros siniestros,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 51/100 (Historial elevado de reclamos del asegurado; Similitud narrativa con otros siniestros). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 35%). El caso presenta riesgo MEDIO y amerita controles adicionales.,Solicitar documentación adicional y realizar una verificación de campo antes de continuar.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1036,POL-2036,ASEG-051,,PROV-010,Vida,Invalidez,Ambato,2025-11-07,2025-11-08,117145,100263,0,273425,Pendiente,Solicitud de indemnización por invalidez parcial permanente.,true,1,2025-02-22,2026-02-08,2,73,1,0.97,67,AMARILLO,RF-06,Siniestro ocurrido cerca del inicio de la póliza; Similitud narrativa con otros siniestros,Se activaron reglas críticas (RF-06). El análisis heurístico arrojó un score de 67/100 (Siniestro ocurrido cerca del inicio de la póliza; Similitud narrativa con otros siniestros). El modelo ML estimó una probabilidad de fraude del 97% al comparar con casos históricos similares. El caso presenta riesgo MEDIO y amerita controles adicionales.,Solicitar documentación adicional y realizar una verificación de campo antes de continuar.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1037,POL-2037,ASEG-005,,PROV-002,Salud,Ambulatorio,Cuenca,2025-12-12,2025-12-15,5273,4406,0,10087,Pendiente,Atención médica de urgencia tras accidente doméstico.,true,0,2025-05-24,2026-05-26,1,7,0,0.15,66,AMARILLO,RF-07,Siniestro ocurrido cerca del inicio de la póliza; Historial elevado de reclamos del asegurado,Se activaron reglas críticas (RF-07). El análisis heurístico arrojó un score de 66/100 (Siniestro ocurrido cerca del inicio de la póliza; Historial elevado de reclamos del asegurado). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 15%). El caso presenta riesgo MEDIO y amerita controles adicionales.,Solicitar documentación adicional y realizar una verificación de campo antes de continuar.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1038,POL-2038,ASEG-058,,PROV-008,Vida,Invalidez,Guayaquil,2025-10-12,2025-10-15,40163,36366,0,93882,En análisis,Reclamo por fallecimiento del titular; pendiente documentación complementaria.,false,0,2025-02-14,2026-02-18,1,65,1,0.9,61,AMARILLO,,Historial elevado de reclamos del asegurado; Inconsistencia entre el informe pericial y la denuncia,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 61/100 (Historial elevado de reclamos del asegurado; Inconsistencia entre el informe pericial y la denuncia). El modelo ML estimó una probabilidad de fraude del 90% al comparar con casos históricos similares. El caso presenta riesgo MEDIO y amerita controles adicionales.,Solicitar documentación adicional y realizar una verificación de campo antes de continuar.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1039,POL-2039,ASEG-043,,PROV-009,Hogar,Daños por agua,Guayaquil,2025-12-25,2025-12-28,18566,14916,0,38196,En análisis,Daños por filtración de agua que afectaron mobiliario y estructura.,false,0,2025-04-14,2026-04-09,4,48,1,0.75,56,AMARILLO,RF-07,Documentación incompleta o ilegible; Monto reclamado atípico respecto a la suma asegurada,Se activaron reglas críticas (RF-07). El análisis heurístico arrojó un score de 56/100 (Documentación incompleta o ilegible; Monto reclamado atípico respecto a la suma asegurada). El modelo ML estimó una probabilidad de fraude del 75% al comparar con casos históricos similares. El caso presenta riesgo MEDIO y amerita controles adicionales.,Solicitar documentación adicional y realizar una verificación de campo antes de continuar.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1040,POL-2040,ASEG-028,,PROV-005,Vida,Fallecimiento,Cuenca,2025-12-22,2025-12-23,22484,18993,0,45376,Pendiente,Solicitud de indemnización por invalidez parcial permanente.,true,0,2025-04-27,2026-04-07,4,9,1,0.53,63,AMARILLO,RF-07,Siniestro ocurrido cerca del inicio de la póliza; Proveedor con historial recurrente de alertas,Se activaron reglas críticas (RF-07). El análisis heurístico arrojó un score de 63/100 (Siniestro ocurrido cerca del inicio de la póliza; Proveedor con historial recurrente de alertas). El modelo ML estimó una probabilidad de fraude del 53% al comparar con casos históricos similares. El caso presenta riesgo MEDIO y amerita controles adicionales.,Solicitar documentación adicional y realizar una verificación de campo antes de continuar.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1041,POL-2041,ASEG-040,,PROV-009,Hogar,Daños por agua,Cuenca,2025-11-17,2025-11-18,16179,14101,0,38118,En análisis,Robo domiciliario con sustracción de bienes; denuncia presentada.,true,0,2025-06-22,2026-06-05,3,17,1,0.73,61,AMARILLO,RF-05,Proveedor con historial recurrente de alertas; Similitud narrativa con otros siniestros,Se activaron reglas críticas (RF-05). El análisis heurístico arrojó un score de 61/100 (Proveedor con historial recurrente de alertas; Similitud narrativa con otros siniestros). El modelo ML estimó una probabilidad de fraude del 73% al comparar con casos históricos similares. El caso presenta riesgo MEDIO y amerita controles adicionales.,Solicitar documentación adicional y realizar una verificación de campo antes de continuar.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1042,POL-2042,ASEG-032,,PROV-004,Vida,Invalidez,Cuenca,2025-12-27,2025-12-28,105618,100066,0,129190,En análisis,Solicitud de indemnización por invalidez parcial permanente.,false,1,2025-08-05,2026-08-08,7,90,1,0.53,81,ROJO,RF-04,Historial elevado de reclamos del asegurado; Similitud narrativa con otros siniestros; Documentación incompleta o ilegible,Se activaron reglas críticas (RF-04). El análisis heurístico arrojó un score de 81/100 (Historial elevado de reclamos del asegurado; Similitud narrativa con otros siniestros; Documentación incompleta o ilegible). El modelo ML estimó una probabilidad de fraude del 53% al comparar con casos históricos similares. El caso presenta riesgo ALTO y requiere revisión prioritaria.,Derivar a investigación especializada y suspender el pago hasta verificación documental.,Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. Se recomienda priorizar la revisión humana presumiendo la buena fe del asegurado.,false
SIN-2026-1043,POL-2043,ASEG-047,VEH-043,PROV-004,Vehículos,Daños a terceros,Loja,2025-11-28,2025-11-28,25181,23417,0,36814,En análisis,El asegurado reporta colisión en vía pública con daños en la parte frontal del vehículo.,true,1,2025-05-02,2026-05-07,4,4,1,0.64,51,AMARILLO,,Proveedor con historial recurrente de alertas; Siniestro ocurrido cerca del inicio de la póliza,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 51/100 (Proveedor con historial recurrente de alertas; Siniestro ocurrido cerca del inicio de la póliza). El modelo ML estimó una probabilidad de fraude del 64% al comparar con casos históricos similares. El caso presenta riesgo MEDIO y amerita controles adicionales.,Solicitar documentación adicional y realizar una verificación de campo antes de continuar.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1044,POL-2044,ASEG-057,,PROV-006,Hogar,Responsabilidad civil,Quito,2025-10-06,2025-10-07,23571,21343,0,40043,Pendiente,Robo domiciliario con sustracción de bienes; denuncia presentada.,true,0,2025-09-24,2026-09-22,4,10,1,0.72,43,AMARILLO,RF-07,Documentación incompleta o ilegible; Proveedor con historial recurrente de alertas,Se activaron reglas críticas (RF-07). El análisis heurístico arrojó un score de 43/100 (Documentación incompleta o ilegible; Proveedor con historial recurrente de alertas). El modelo ML estimó una probabilidad de fraude del 72% al comparar con casos históricos similares. El caso presenta riesgo MEDIO y amerita controles adicionales.,Solicitar documentación adicional y realizar una verificación de campo antes de continuar.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1045,POL-2045,ASEG-052,,PROV-005,Vida,Fallecimiento,Loja,2025-10-16,2025-10-24,38938,36611,0,57462,En análisis,Solicitud de indemnización por invalidez parcial permanente.,true,1,2025-02-24,2026-02-21,2,87,0,0.46,73,AMARILLO,RF-06,Proveedor con historial recurrente de alertas; Monto reclamado atípico respecto a la suma asegurada,Se activaron reglas críticas (RF-06). El análisis heurístico arrojó un score de 73/100 (Proveedor con historial recurrente de alertas; Monto reclamado atípico respecto a la suma asegurada). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 46%). El caso presenta riesgo MEDIO y amerita controles adicionales.,Solicitar documentación adicional y realizar una verificación de campo antes de continuar.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1046,POL-2046,ASEG-033,,PROV-001,Vida,Invalidez,Ambato,2025-10-14,2025-10-16,80522,69147,0,149301,Pendiente,Solicitud de indemnización por invalidez parcial permanente.,true,1,2025-08-15,2026-08-14,2,90,0,0.27,43,AMARILLO,,Similitud narrativa con otros siniestros; Monto reclamado atípico respecto a la suma asegurada,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 43/100 (Similitud narrativa con otros siniestros; Monto reclamado atípico respecto a la suma asegurada). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 27%). El caso presenta riesgo MEDIO y amerita controles adicionales.,Solicitar documentación adicional y realizar una verificación de campo antes de continuar.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1047,POL-2047,ASEG-012,,PROV-004,Salud,Ambulatorio,Loja,2025-11-02,2025-11-10,25932,21810,0,35526,Pendiente,Solicitud de reembolso por tratamiento ambulatorio prolongado.,true,1,2025-02-04,2026-02-14,1,61,0,0.47,74,AMARILLO,RF-07,Siniestro ocurrido cerca del inicio de la póliza; Proveedor con historial recurrente de alertas,Se activaron reglas críticas (RF-07). El análisis heurístico arrojó un score de 74/100 (Siniestro ocurrido cerca del inicio de la póliza; Proveedor con historial recurrente de alertas). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 47%). El caso presenta riesgo MEDIO y amerita controles adicionales.,Solicitar documentación adicional y realizar una verificación de campo antes de continuar.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1048,POL-2048,ASEG-047,,PROV-005,Vida,Fallecimiento,Manta,2025-11-12,2025-11-19,34839,27721,0,59083,Pendiente,Reclamo por fallecimiento del titular; pendiente documentación complementaria.,false,0,2025-07-17,2026-07-24,1,91,0,0.11,60,AMARILLO,,Documentación incompleta o ilegible; Siniestro ocurrido cerca del inicio de la póliza,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 60/100 (Documentación incompleta o ilegible; Siniestro ocurrido cerca del inicio de la póliza). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 11%). El caso presenta riesgo MEDIO y amerita controles adicionales.,Solicitar documentación adicional y realizar una verificación de campo antes de continuar.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1049,POL-2049,ASEG-006,,PROV-009,Hogar,Daños por agua,Guayaquil,2025-12-09,2025-12-12,11839,8698,0,16742,Pendiente,Robo domiciliario con sustracción de bienes; denuncia presentada.,false,0,2025-09-12,2026-09-17,2,3,1,0.53,71,AMARILLO,RF-05,Inconsistencia entre el informe pericial y la denuncia; Siniestro ocurrido cerca del inicio de la póliza,Se activaron reglas críticas (RF-05). El análisis heurístico arrojó un score de 71/100 (Inconsistencia entre el informe pericial y la denuncia; Siniestro ocurrido cerca del inicio de la póliza). El modelo ML estimó una probabilidad de fraude del 53% al comparar con casos históricos similares. El caso presenta riesgo MEDIO y amerita controles adicionales.,Solicitar documentación adicional y realizar una verificación de campo antes de continuar.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1050,POL-2050,ASEG-022,VEH-050,PROV-002,Vehículos,Robo,Cuenca,2025-11-23,2025-11-28,22144,15549,0,38325,En análisis,Daños por impacto lateral atribuidos a un tercero no identificado.,false,0,2025-04-15,2026-04-28,2,82,0,0.26,59,AMARILLO,RF-05,Similitud narrativa con otros siniestros; Reporte tardío del siniestro,Se activaron reglas críticas (RF-05). El análisis heurístico arrojó un score de 59/100 (Similitud narrativa con otros siniestros; Reporte tardío del siniestro). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 26%). El caso presenta riesgo MEDIO y amerita controles adicionales.,Solicitar documentación adicional y realizar una verificación de campo antes de continuar.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1051,POL-2051,ASEG-053,,PROV-010,Hogar,Robo domiciliario,Manta,2025-11-08,2025-11-16,19975,15831,0,48912,En análisis,Daños por filtración de agua que afectaron mobiliario y estructura.,false,0,2025-08-19,2026-08-21,4,31,0,0.22,72,AMARILLO,,Monto reclamado atípico respecto a la suma asegurada; Documentación incompleta o ilegible,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 72/100 (Monto reclamado atípico respecto a la suma asegurada; Documentación incompleta o ilegible). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 22%). El caso presenta riesgo MEDIO y amerita controles adicionales.,Solicitar documentación adicional y realizar una verificación de campo antes de continuar.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1052,POL-2052,ASEG-048,,PROV-009,Vida,Invalidez,Quito,2025-12-03,2025-12-04,84098,71161,0,116520,En análisis,Reclamo por fallecimiento del titular; pendiente documentación complementaria.,false,0,2025-01-13,2026-01-10,2,68,0,0.3,62,AMARILLO,,Inconsistencia entre el informe pericial y la denuncia; Similitud narrativa con otros siniestros,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 62/100 (Inconsistencia entre el informe pericial y la denuncia; Similitud narrativa con otros siniestros). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 30%). El caso presenta riesgo MEDIO y amerita controles adicionales.,Solicitar documentación adicional y realizar una verificación de campo antes de continuar.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1053,POL-2053,ASEG-034,,PROV-002,Salud,Cirugía,Loja,2025-12-23,2025-12-24,28054,24000,0,52000,En análisis,Atención médica de urgencia tras accidente doméstico.,true,0,2025-06-26,2026-06-23,4,34,1,0.93,69,AMARILLO,RF-06,Proveedor con historial recurrente de alertas; Inconsistencia entre el informe pericial y la denuncia,Se activaron reglas críticas (RF-06). El análisis heurístico arrojó un score de 69/100 (Proveedor con historial recurrente de alertas; Inconsistencia entre el informe pericial y la denuncia). El modelo ML estimó una probabilidad de fraude del 93% al comparar con casos históricos similares. El caso presenta riesgo MEDIO y amerita controles adicionales.,Solicitar documentación adicional y realizar una verificación de campo antes de continuar.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1054,POL-2054,ASEG-013,,PROV-009,Hogar,Responsabilidad civil,Manta,2025-11-08,2025-11-16,20154,15374,0,41022,Pendiente,Robo domiciliario con sustracción de bienes; denuncia presentada.,false,0,2025-06-24,2026-06-07,2,12,1,0.74,68,AMARILLO,,Proveedor con historial recurrente de alertas; Documentación incompleta o ilegible,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 68/100 (Proveedor con historial recurrente de alertas; Documentación incompleta o ilegible). El modelo ML estimó una probabilidad de fraude del 74% al comparar con casos históricos similares. El caso presenta riesgo MEDIO y amerita controles adicionales.,Solicitar documentación adicional y realizar una verificación de campo antes de continuar.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1055,POL-2055,ASEG-025,,PROV-005,Hogar,Robo domiciliario,Loja,2025-10-19,2025-10-21,5714,5024,0,9807,En análisis,Daños por incendio de origen eléctrico en la vivienda asegurada.,true,0,2025-09-21,2026-09-26,2,53,1,0.63,69,AMARILLO,,Proveedor con historial recurrente de alertas; Siniestro ocurrido cerca del inicio de la póliza,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 69/100 (Proveedor con historial recurrente de alertas; Siniestro ocurrido cerca del inicio de la póliza). El modelo ML estimó una probabilidad de fraude del 63% al comparar con casos históricos similares. El caso presenta riesgo MEDIO y amerita controles adicionales.,Solicitar documentación adicional y realizar una verificación de campo antes de continuar.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1056,POL-2056,ASEG-051,,PROV-002,Hogar,Robo domiciliario,Quito,2025-11-05,2025-11-06,24909,20195,0,45284,Pendiente,Robo domiciliario con sustracción de bienes; denuncia presentada.,true,0,2025-08-10,2026-08-21,2,76,1,0.71,61,AMARILLO,RF-07,Similitud narrativa con otros siniestros; Siniestro ocurrido cerca del inicio de la póliza,Se activaron reglas críticas (RF-07). El análisis heurístico arrojó un score de 61/100 (Similitud narrativa con otros siniestros; Siniestro ocurrido cerca del inicio de la póliza). El modelo ML estimó una probabilidad de fraude del 71% al comparar con casos históricos similares. El caso presenta riesgo MEDIO y amerita controles adicionales.,Solicitar documentación adicional y realizar una verificación de campo antes de continuar.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1057,POL-2057,ASEG-060,,PROV-006,Vida,Invalidez,Quito,2025-10-25,2025-10-28,69724,65626,0,167845,Pendiente,Solicitud de indemnización por invalidez parcial permanente.,false,0,2025-07-03,2026-07-07,2,87,0,0.33,55,AMARILLO,,Reporte tardío del siniestro; Inconsistencia entre el informe pericial y la denuncia,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 55/100 (Reporte tardío del siniestro; Inconsistencia entre el informe pericial y la denuncia). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 33%). El caso presenta riesgo MEDIO y amerita controles adicionales.,Solicitar documentación adicional y realizar una verificación de campo antes de continuar.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1058,POL-2058,ASEG-041,,PROV-002,Hogar,Responsabilidad civil,Quito,2025-12-24,2025-12-28,11897,9617,0,18003,En análisis,Daños por incendio de origen eléctrico en la vivienda asegurada.,true,0,2025-01-18,2026-01-05,2,10,0,0.4,70,AMARILLO,,Historial elevado de reclamos del asegurado; Siniestro ocurrido cerca del inicio de la póliza,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 70/100 (Historial elevado de reclamos del asegurado; Siniestro ocurrido cerca del inicio de la póliza). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 40%). El caso presenta riesgo MEDIO y amerita controles adicionales.,Solicitar documentación adicional y realizar una verificación de campo antes de continuar.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1059,POL-2059,ASEG-059,,PROV-009,Salud,Ambulatorio,Guayaquil,2025-12-20,2025-12-24,23891,21185,0,43044,Pendiente,Solicitud de reembolso por tratamiento ambulatorio prolongado.,false,0,2025-03-06,2026-03-01,4,28,1,0.56,43,AMARILLO,,Historial elevado de reclamos del asegurado; Siniestro ocurrido cerca del inicio de la póliza,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 43/100 (Historial elevado de reclamos del asegurado; Siniestro ocurrido cerca del inicio de la póliza). El modelo ML estimó una probabilidad de fraude del 56% al comparar con casos históricos similares. El caso presenta riesgo MEDIO y amerita controles adicionales.,Solicitar documentación adicional y realizar una verificación de campo antes de continuar.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1060,POL-2060,ASEG-058,,PROV-006,Hogar,Incendio,Quito,2025-12-10,2025-12-17,7321,5219,0,17514,En análisis,Robo domiciliario con sustracción de bienes; denuncia presentada.,false,0,2025-05-12,2026-05-12,1,74,0,0.35,53,AMARILLO,RF-07,Inconsistencia entre el informe pericial y la denuncia; Historial elevado de reclamos del asegurado,Se activaron reglas críticas (RF-07). El análisis heurístico arrojó un score de 53/100 (Inconsistencia entre el informe pericial y la denuncia; Historial elevado de reclamos del asegurado). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 35%). El caso presenta riesgo MEDIO y amerita controles adicionales.,Solicitar documentación adicional y realizar una verificación de campo antes de continuar.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1061,POL-2061,ASEG-012,,PROV-001,Hogar,Robo domiciliario,Manta,2025-12-02,2025-12-06,4228,3278,0,6074,Pendiente,Daños por filtración de agua que afectaron mobiliario y estructura.,true,1,2025-05-07,2026-05-16,3,45,0,0.46,74,AMARILLO,RF-06,Monto reclamado atípico respecto a la suma asegurada; Siniestro ocurrido cerca del inicio de la póliza,Se activaron reglas críticas (RF-06). El análisis heurístico arrojó un score de 74/100 (Monto reclamado atípico respecto a la suma asegurada; Siniestro ocurrido cerca del inicio de la póliza). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 46%). El caso presenta riesgo MEDIO y amerita controles adicionales.,Solicitar documentación adicional y realizar una verificación de campo antes de continuar.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
