id_siniestro,id_poliza,id_asegurado,id_vehiculo,id_proveedor,id_conductor,ramo,cobertura,estado,ciudad,provincia,sucursal,fecha_ocurrencia,fecha_reporte,fecha_inicio_poliza,fecha_fin_poliza,monto_reclamado,monto_estimado,monto_pagado,suma_asegurada,deducible,descripcion,documentos_completos,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,ratio_monto_suma_asegurada,ratio_monto_estimado,diferencia_monto_reclamado_estimado,historial_siniestros_asegurado,historial_siniestros_vehiculo,historial_siniestros_conductor,frecuencia_proveedor,documentos_faltantes,documentos_inconsistentes,proveedor_recurrente,monto_atipico,reporte_tardio,borde_vigencia,flag_borde_vigencia,flag_robo_denuncia_tardia,flag_reporte_tardio,flag_monto_atipico,flag_documentos_incompletos,flag_documentos_inconsistentes,flag_proveedor_recurrente,flag_proveedor_lista_restrictiva,flag_alta_frecuencia_asegurado,flag_alta_frecuencia_vehiculo,flag_alta_frecuencia_conductor,flag_sin_tercero_identificado,flag_dinamica_sospechosa,flag_narrativa_clonada,flag_cobertura_robo_total,score_reglas,nivel_reglas,reglas_activadas,alertas_reglas,explicacion_reglas,etiqueta_fraude_simulada,source_file,mapping_confidence,data_quality_score,limitacion_registro,mensaje_etico_reglas
SIN-14AC818F,POL-A9B27EC9,ASG-48B7CA52,,PROV-6F81CC22,,Hogar,Robo de Contenidos,Cerrado - Rechazado,Curridabat,San José,,2024-09-24,2024-09-24,2022-10-19,2024-09-29,24465300.0,18932500.0,15952700.0,51266000.0,4094200.0,Caída en escaleras que requirió cirugía de rodilla.,True,706,5,0,0.4772,1.2922,5532800.0,7,0,0,12,0,0,True,False,False,True,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,29,Amarillo,"RF-05, RF-PROV-01, RF-FREC-01, RF-07",RF-05: Siniestro extremo al borde de vigencia (8 pts) | RF-PROV-01: Proveedor recurrente (5 pts) | RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-14AC818F: Sin indicadores de riesgo activos. Puntaje de reglas: 29/100. Nivel: Amarillo.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-EB44392D,POL-D0D026B0,ASG-820D8D10,,PROV-A64FB57D,,Salud,Cirugía,Abierto,Nicoya,Guanacaste,,2022-11-22,2022-11-24,2022-09-19,2023-11-02,16594100.0,15541400.0,14992300.0,29996000.0,776900.0,Pérdida total del vehículo por inundación durante tormenta.,True,64,345,2,0.5532,1.0677,1052700.0,5,0,0,3,0,0,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16,Verde,"RF-FREC-01, RF-07",RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-EB44392D: Sin indicadores de riesgo activos. Puntaje de reglas: 16/100. Nivel: Verde.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-35C9BD61,POL-E1C64EF9,ASG-7A7877F7,VEH-45BDB878,PROV-C1184442,,Autos,Cristales,Cerrado - Rechazado,Curridabat,San José,,2023-09-18,2023-09-21,2023-01-07,2024-08-19,4443800.0,3605700.0,2907800.0,8755000.0,359200.0,Daños por granizo en carrocería del vehículo estacionado.,True,254,336,3,0.5076,1.2324,838100.0,7,3,0,8,0,0,False,False,False,False,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,22,Amarillo,"RF-FREC-01, RF-FREC-02, RF-07",RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-FREC-02: Alta frecuencia vehículo (6 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-35C9BD61: Sin indicadores de riesgo activos. Puntaje de reglas: 22/100. Nivel: Amarillo.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-54C33775,POL-FC1126EE,ASG-5C5E8CDC,,PROV-A16C127D,,Vida,Invalidez Total,Cerrado - Pagado,Limón,Limón,,2021-11-28,2021-12-04,2021-10-20,2023-07-21,5194200.0,5336400.0,4659700.0,7779000.0,404900.0,Impacto lateral al salir de estacionamiento.,True,39,600,6,0.6677,0.9734,-142200.0,4,0,0,11,0,0,True,False,False,False,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,21,Amarillo,"RF-PROV-01, RF-FREC-01, RF-07",RF-PROV-01: Proveedor recurrente (5 pts) | RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-54C33775: Sin indicadores de riesgo activos. Puntaje de reglas: 21/100. Nivel: Amarillo.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-C82D8216,POL-E7026514,ASG-5A47DA5D,VEH-EF76B339,PROV-7906854A,,Autos,Responsabilidad Civil,Cerrado - Rechazado,Heredia,Heredia,,2022-05-15,2022-05-16,2022-01-21,2023-04-09,877200.0,757800.0,753200.0,10885000.0,749400.0,Robo de moto en estacionamiento público.,True,114,329,1,0.0806,1.1576,119400.0,3,3,0,9,0,0,False,False,False,False,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,22,Amarillo,"RF-FREC-01, RF-FREC-02, RF-07",RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-FREC-02: Alta frecuencia vehículo (6 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-C82D8216: Sin indicadores de riesgo activos. Puntaje de reglas: 22/100. Nivel: Amarillo.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-1EE38FE9,POL-0D9F51AB,ASG-F75CE647,VEH-D83FDE15,PROV-99984CFF,,Autos,Pérdida Total,En investigación,Limón,Limón,,2022-07-12,2022-07-16,2022-01-18,2024-01-08,3542800.0,3091700.0,,24182000.0,1713100.0,Pérdida total del vehículo por inundación durante tormenta.,True,175,545,4,0.1465,1.1459,451100.0,11,5,0,11,0,0,True,False,False,False,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,37,Amarillo,"RF-PROV-01, RF-FREC-01, RF-FREC-02, RF-07, RF-01",RF-PROV-01: Proveedor recurrente (5 pts) | RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-FREC-02: Alta frecuencia vehículo (6 pts) | RF-07: Narrativa idéntica o clonada (8 pts) | RF-01: Cobertura Pérdida Total por Robo (10 pts),Siniestro SIN-1EE38FE9: Sin indicadores de riesgo activos. Puntaje de reglas: 37/100. Nivel: Amarillo.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-9DBF58D3,POL-DE2E1A3C,ASG-18CDD2DA,VEH-EEB9F6E1,PROV-E46E3CF2,,Autos,Robo Total,Cerrado - Pagado,Liberia,Guanacaste,,2023-12-01,2023-12-07,2022-06-12,2024-01-01,3741500.0,3708200.0,,49468000.0,4401200.0,Pérdida total del vehículo por inundación durante tormenta.,False,537,31,6,0.0756,1.009,33300.0,9,2,0,19,2,0,True,False,False,False,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,43,Rojo,"RF-06, RF-DOC-01, RF-PROV-01, RF-FREC-01, RF-07, RF-01",RF-06: Demora atípica en denuncia de robo (8 pts) | RF-DOC-01: Documentos incompletos (4 pts) | RF-PROV-01: Proveedor recurrente (5 pts) | RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-07: Narrativa idéntica o clonada (8 pts) | RF-01: Cobertura Pérdida Total por Robo (10 pts),Siniestro SIN-9DBF58D3: Sin indicadores de riesgo activos. Puntaje de reglas: 43/100. Nivel: Rojo.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-25A0F01A,POL-3A5F3FAD,ASG-820D8D10,,PROV-141A45D7,,Hogar,Daños por Agua,En investigación,Tibás,San José,,2023-01-23,2023-01-23,2022-11-30,2023-12-24,16951100.0,13070900.0,13049600.0,24195000.0,1311900.0,Accidente a baja velocidad en parqueo de supermercado.,True,54,335,0,0.7006,1.2969,3880200.0,5,0,0,7,0,0,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16,Verde,"RF-FREC-01, RF-07",RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-25A0F01A: Sin indicadores de riesgo activos. Puntaje de reglas: 16/100. Nivel: Verde.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-FD9B314E,POL-15E16C1A,ASG-B56AE621,,PROV-99984CFF,,Vida,Invalidez Parcial,En ajuste,Alajuela,Alajuela,,2023-02-15,2023-02-19,2022-11-10,2024-05-28,2318400.0,2448800.0,2287200.0,7391000.0,638000.0,Pérdida total del vehículo por inundación durante tormenta.,True,97,468,4,0.3137,0.9467,-130400.0,6,0,0,11,0,0,True,False,False,False,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,21,Amarillo,"RF-PROV-01, RF-FREC-01, RF-07",RF-PROV-01: Proveedor recurrente (5 pts) | RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-FD9B314E: Sin indicadores de riesgo activos. Puntaje de reglas: 21/100. Nivel: Amarillo.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-7621F55F,POL-C44B7D1F,ASG-B56AE621,,PROV-6F81CC22,,Salud,Cirugía,En investigación,Heredia,Heredia,,2021-06-21,2021-07-04,2021-02-28,2022-11-15,1782400.0,1343800.0,1141200.0,8304000.0,561000.0,Robo declarado 10 días después de ocurrido. Sin justificación del retraso.,True,113,512,13,0.2146,1.3264,438600.0,6,0,0,12,0,0,True,False,True,False,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,26,Amarillo,"RF-TEMP-01, RF-PROV-01, RF-FREC-01, RF-07",RF-TEMP-01: Reporte tardío (5 pts) | RF-PROV-01: Proveedor recurrente (5 pts) | RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-7621F55F: Sin indicadores de riesgo activos. Puntaje de reglas: 26/100. Nivel: Amarillo.,True,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-392A140B,POL-38858C09,ASG-013039EA,VEH-A8C65202,PROV-7906854A,,Autos,Pérdida Total,En ajuste,San José,San José,,2023-06-11,2023-06-14,2022-11-13,2024-09-09,4202100.0,3277500.0,,16404000.0,1249300.0,Incendio eléctrico en sala con daños estructurales menores.,True,210,456,3,0.2562,1.2821,924600.0,3,1,0,9,0,0,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,26,Amarillo,"RF-FREC-01, RF-07, RF-01",RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-07: Narrativa idéntica o clonada (8 pts) | RF-01: Cobertura Pérdida Total por Robo (10 pts),Siniestro SIN-392A140B: Sin indicadores de riesgo activos. Puntaje de reglas: 26/100. Nivel: Amarillo.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-FC832010,POL-3F154255,ASG-F32149EC,,PROV-487C8402,,Vida,Fallecimiento,En ajuste,Tibás,San José,,2023-04-22,2023-04-23,2022-06-13,2023-09-10,14763800.0,11875000.0,9938100.0,20479000.0,1458900.0,Colisión frontal con otro vehículo en intersección sin semáforo.,True,313,141,1,0.7209,1.2433,2888800.0,15,0,0,11,0,0,True,False,False,False,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,21,Amarillo,"RF-PROV-01, RF-FREC-01, RF-07",RF-PROV-01: Proveedor recurrente (5 pts) | RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-FC832010: Sin indicadores de riesgo activos. Puntaje de reglas: 21/100. Nivel: Amarillo.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-72688EEC,POL-BE187EB2,ASG-10C762D5,,PROV-A71D89F2,,Vida,Invalidez Parcial,Abierto,Limón,Limón,,2022-08-20,2022-08-22,2021-12-01,2023-05-12,1910900.0,2008300.0,1669100.0,9958000.0,330100.0,Robo de electrónicos del interior del vehículo con ventana rota.,True,262,265,2,0.1919,0.9515,-97400.0,5,0,0,6,0,0,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16,Verde,"RF-FREC-01, RF-07",RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-72688EEC: Sin indicadores de riesgo activos. Puntaje de reglas: 16/100. Nivel: Verde.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-84E02623,POL-EFF5BFE8,ASG-13CA09AF,VEH-64191C8B,PROV-382889D2,,Autos,Robo Parcial,Cerrado - Rechazado,Escazú,San José,,2022-10-28,2022-10-31,2022-05-30,2023-12-07,530000.0,593000.0,551500.0,7600000.0,633200.0,Daño en parabrisas por piedra proyectada desde camión.,False,151,405,3,0.0697,0.8938,-63000.0,5,1,0,10,2,0,False,False,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,20,Amarillo,"RF-DOC-01, RF-FREC-01, RF-07",RF-DOC-01: Documentos incompletos (4 pts) | RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-84E02623: Sin indicadores de riesgo activos. Puntaje de reglas: 20/100. Nivel: Amarillo.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-4839BA54,POL-F5DA5233,ASG-42E5E879,,PROV-C70010FB,,Hogar,Robo de Contenidos,Cerrado - Rechazado,Limón,Limón,,2022-10-24,2022-10-27,2022-02-27,2024-02-15,38536500.0,42111500.0,34213800.0,55499000.0,1723100.0,Incendio en cocina del hogar con daños menores.,True,239,479,3,0.6944,0.9151,-3575000.0,7,0,0,9,0,0,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16,Verde,"RF-FREC-01, RF-07",RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-4839BA54: Sin indicadores de riesgo activos. Puntaje de reglas: 16/100. Nivel: Verde.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-42D8E397,POL-10E82B46,ASG-A68B87A7,,PROV-736CB474,,Salud,Consulta Médica,Cerrado - Rechazado,Nicoya,Guanacaste,,2024-05-23,2024-05-24,2023-06-04,2025-04-20,8923600.0,7462500.0,,24819000.0,607900.0,Daño en parabrisas por piedra proyectada desde camión.,True,354,332,1,0.3595,1.1958,1461100.0,3,0,0,4,0,0,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16,Verde,"RF-FREC-01, RF-07",RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-42D8E397: Sin indicadores de riesgo activos. Puntaje de reglas: 16/100. Nivel: Verde.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-BD73A6CB,POL-162F419B,ASG-967620CD,,PROV-7906854A,,Hogar,Incendio,Abierto,Limón,Limón,,2022-11-24,2022-11-24,2021-04-24,2023-01-04,28479100.0,23668200.0,,51501000.0,2483700.0,Robo del vehículo en zona comercial durante horas nocturnas. Se presentó denuncia policial.,True,579,41,0,0.553,1.2033,4810900.0,3,0,0,9,0,0,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16,Verde,"RF-FREC-01, RF-07",RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-BD73A6CB: Sin indicadores de riesgo activos. Puntaje de reglas: 16/100. Nivel: Verde.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-FD18A501,POL-E670C327,ASG-CD2AEE24,VEH-D8C135AA,PROV-DD67386A,,Autos,Robo Total,Abierto,Alajuela,Alajuela,,2023-05-14,2023-05-17,2022-11-08,2024-04-07,7815700.0,7043600.0,6919100.0,21666000.0,1499000.0,Pérdida total del vehículo por inundación durante tormenta.,True,187,329,3,0.3607,1.1096,772100.0,3,3,0,7,0,0,False,False,False,False,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,32,Amarillo,"RF-FREC-01, RF-FREC-02, RF-07, RF-01",RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-FREC-02: Alta frecuencia vehículo (6 pts) | RF-07: Narrativa idéntica o clonada (8 pts) | RF-01: Cobertura Pérdida Total por Robo (10 pts),Siniestro SIN-FD18A501: Sin indicadores de riesgo activos. Puntaje de reglas: 32/100. Nivel: Amarillo.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-4870B94A,POL-19EE4539,ASG-F75CE647,,PROV-736CB474,,Hogar,Daños por Agua,En investigación,Pérez Zeledón,San José,,2023-08-13,2023-08-16,2022-09-04,2024-03-20,4822300.0,4715300.0,4438000.0,7513000.0,329000.0,Daños por granizo en carrocería del vehículo estacionado.,True,343,220,3,0.6419,1.0227,107000.0,11,0,0,4,0,0,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16,Verde,"RF-FREC-01, RF-07",RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-4870B94A: Sin indicadores de riesgo activos. Puntaje de reglas: 16/100. Nivel: Verde.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-F861EED6,POL-204A055F,ASG-5024C376,,PROV-6EB81C63,,Vida,Invalidez Parcial,En ajuste,Cartago,Cartago,,2023-07-01,2023-07-04,2023-06-14,2024-07-24,5660100.0,5399000.0,,54075000.0,3450600.0,Caída en escaleras que requirió cirugía de rodilla.,True,17,389,3,0.1047,1.0484,261100.0,5,0,0,6,0,0,False,False,False,True,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,24,Amarillo,"RF-05, RF-FREC-01, RF-07",RF-05: Siniestro extremo al borde de vigencia (8 pts) | RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-F861EED6: Sin indicadores de riesgo activos. Puntaje de reglas: 24/100. Nivel: Amarillo.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-F51B3E7F,POL-8B750787,ASG-9B9DCB26,VEH-DA6E6A83,PROV-C1184442,,Autos,Responsabilidad Civil,Abierto,Cartago,Cartago,,2022-02-25,2022-03-03,2021-08-10,2022-12-07,5211500.0,4298300.0,4287600.0,11155000.0,705200.0,Daños por granizo en carrocería del vehículo estacionado.,True,199,285,6,0.4672,1.2125,913200.0,7,1,0,8,0,0,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16,Verde,"RF-FREC-01, RF-07",RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-F51B3E7F: Sin indicadores de riesgo activos. Puntaje de reglas: 16/100. Nivel: Verde.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-038C37DB,POL-5EA8998B,ASG-820D8D10,VEH-14944BA8,PROV-C70010FB,,Autos,Cristales,Abierto,Liberia,Guanacaste,,2022-12-23,2022-12-26,2021-06-13,2023-02-23,13756000.0,10186600.0,9080800.0,34549000.0,1356300.0,Colisión frontal con otro vehículo en intersección sin semáforo.,True,558,62,3,0.3982,1.3504,3569400.0,5,1,0,9,0,0,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16,Verde,"RF-FREC-01, RF-07",RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-038C37DB: Sin indicadores de riesgo activos. Puntaje de reglas: 16/100. Nivel: Verde.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-273956D8,POL-17B28845,ASG-7D46B7D7,,PROV-487C8402,,Hogar,Daños por Agua,En investigación,Escazú,San José,,2023-07-26,2023-08-01,2022-07-14,2024-01-11,2890600.0,2344100.0,1980700.0,15660000.0,1532100.0,Daño en parabrisas por piedra proyectada desde camión.,True,377,169,6,0.1846,1.2331,546500.0,3,0,0,11,0,0,True,False,False,False,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,21,Amarillo,"RF-PROV-01, RF-FREC-01, RF-07",RF-PROV-01: Proveedor recurrente (5 pts) | RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-273956D8: Sin indicadores de riesgo activos. Puntaje de reglas: 21/100. Nivel: Amarillo.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-D56959C9,POL-1AB31336,ASG-B11C7B09,VEH-F10F4C2B,PROV-AF3CAD77,,Autos,Responsabilidad Civil,En investigación,Escazú,San José,,2022-01-30,2022-02-01,2021-12-21,2023-11-11,1729300.0,1784900.0,1501200.0,5518000.0,544300.0,Colisión frontal con otro vehículo en intersección sin semáforo.,True,40,650,2,0.3134,0.9688,-55600.0,9,1,0,16,0,0,True,False,False,False,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,21,Amarillo,"RF-PROV-01, RF-FREC-01, RF-07",RF-PROV-01: Proveedor recurrente (5 pts) | RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-D56959C9: Sin indicadores de riesgo activos. Puntaje de reglas: 21/100. Nivel: Amarillo.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-AA006FF8,POL-BFCF3EBD,ASG-DD1E3F2E,,PROV-404C5188,,Vida,Invalidez Parcial,Cerrado - Pagado,Tibás,San José,,2021-11-03,2021-11-04,2021-08-26,2023-05-26,4987700.0,5555500.0,4885500.0,28822000.0,1718700.0,Incendio eléctrico en sala con daños estructurales menores.,True,69,569,1,0.1731,0.8978,-567800.0,4,0,0,10,0,0,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16,Verde,"RF-FREC-01, RF-07",RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-AA006FF8: Sin indicadores de riesgo activos. Puntaje de reglas: 16/100. Nivel: Verde.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
